Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
142.250.183.78-192.168.1.65-443-36614-6,142.250.183.78,443,192.168.1.65,36614,6,04/01/2022 06:17:09 PM,3906,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,512.0327700972862,3906.0,0.0,3906.0,3906.0,3906.0,3906.0,0.0,3906.0,3906.0,0,0,0,0,0,0,0,0,0,64,0,512.0327700972862,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,427,0,0,32,0,0,0,0,0,0,0,0,No Label
185.199.109.154-192.168.1.65-443-58398-6,185.199.109.154,443,192.168.1.65,58398,6,04/01/2022 06:17:09 PM,8471,4,1,24.0,0.0,24.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,2833.195608546807,590.2490851139181,2117.75,3229.0242463216864,6921.0,6.0,8471.0,2823.6666666666665,3557.545549017375,6921.0,520.0,0,0,0,0,0,0,0,0,0,128,20,472.1992680911345,118.04981702278363,0.0,24.0,4.0,9.797958971132712,96.0,1,0,1,1,4,0,0,0,0.0,4.8,6.0,0.0,0,0,0,0,0,0,0,4,0,0,294,0,1,32,0,0,0,0,1.6412995294793205E15,4530.43314706221,1.641299529482524E15,1.641299529476117E15,No Label
142.250.76.193-192.168.1.65-443-34896-6,142.250.76.193,443,192.168.1.65,34896,6,04/01/2022 06:17:09 PM,753,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2656.042496679947,753.0,0.0,753.0,753.0,753.0,753.0,0.0,753.0,753.0,0,0,0,0,0,0,0,0,0,64,0,2656.042496679947,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,282,0,0,32,0,0,0,0,0,0,0,0,No Label
172.217.160.182-192.168.1.65-443-60814-6,172.217.160.182,443,192.168.1.65,60814,6,04/01/2022 06:17:09 PM,725,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2758.6206896551726,725.0,0.0,725.0,725.0,725.0,725.0,0.0,725.0,725.0,0,0,0,0,0,0,0,0,0,64,0,2758.6206896551726,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,308,0,0,32,0,0,0,0,0,0,0,0,No Label
192.168.1.65-142.250.183.78-36616-443-6,192.168.1.65,36616,142.250.183.78,443,6,04/01/2022 06:17:09 PM,5017573,457,602,5943.0,1943549.0,1400.0,0.0,13.004376367614872,88.40524205560803,12600.0,0.0,3228.4867109634542,2879.108148559951,388532.8624018027,211.05821479827003,4742.507561436676,68791.9090592321,2066613.0,2.0,5017573.0,11003.449561403508,108062.93526289491,2127940.0,6.0,4864997.0,8094.83693843594,96440.43550902305,2165842.0,2.0,0,0,0,0,14632,19272,91.07989061643947,119.97832418183054,0.0,12600.0,1839.143396226415,2692.067778438197,7247228.923705168,1,2,0,432,1058,0,0,0,1.0,1840.880075542965,13.00437636761488,3228.486710963455,0,0,0,0,307,710701,0,5,0,1835,64240,448,28,32,0,0,0,0,1.6412995305366265E15,519487.52516822814,1.641299534415769E15,1.641299529405148E15,No Label
142.250.183.78-192.168.1.65-443-36616-6,142.250.183.78,443,192.168.1.65,36616,6,04/01/2022 06:17:14 PM,56475,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,70.82779991146525,18825.0,26960.393672941795,49756.0,307.0,56475.0,18825.0,26960.393672941795,49756.0,307.0,0,0,0,0,0,0,0,0,0,128,0,70.82779991146525,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,448,0,0,32,0,0,0,0,1.641299534471666E15,0.0,1.641299534471666E15,1.641299534471666E15,No Label
192.168.1.65-54.182.0.84-58050-443-6,192.168.1.65,58050,54.182.0.84,443,6,04/01/2022 06:17:27 PM,5385156,15,11,1148.0,7093.0,413.0,0.0,76.53333333333335,139.22072232182077,2800.0,0.0,644.8181818181818,922.2250070543325,1530.317784665848,4.828086688667886,215406.24000000002,997625.3599988609,5000948.0,5.0,5385156.0,384654.0,1330044.1626756378,5000948.0,17.0,313520.0,31352.0,50676.033210976566,152858.0,42.0,0,0,0,0,488,368,2.7854346280776268,2.0426520605902594,0.0,2800.0,305.2222222222222,648.1501092359424,420098.5641025641,1,3,0,11,25,0,0,0,0.0,316.96153846153845,76.53333333333333,644.8181818181819,0,0,0,0,10,26340,0,44,0,272,64240,10,7,32,0,0,0,0,1.6412995479491838E15,1093526.7119510176,1.64129955295445E15,1.641299547569422E15,No Label
54.182.0.84-192.168.1.65-443-58050-6,54.182.0.84,443,192.168.1.65,58050,6,04/01/2022 06:17:33 PM,2754,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,726.2164124909223,2754.0,0.0,2754.0,2754.0,2754.0,2754.0,0.0,2754.0,2754.0,0,0,0,0,0,0,0,0,0,64,0,726.2164124909223,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,10,0,0,32,0,0,0,0,0,0,0,0,No Label
192.168.1.65-142.250.183.170-52480-443-6,192.168.1.65,52480,142.250.183.170,443,6,04/01/2022 06:17:59 PM,376898,15,10,1474.0,1688.0,669.0,0.0,98.26666666666668,224.5565365230727,762.0,0.0,168.8,252.34139132884596,8389.537752919889,66.33094365053675,15704.083333333332,35921.20513001691,106040.0,6.0,376898.0,26921.285714285714,60387.71554193475,209193.0,21.0,274342.0,30482.444444444445,47089.08018084212,106495.0,49.0,0,0,0,0,488,328,39.79856619032205,26.5323774602147,0.0,762.0,121.61538461538461,230.15439633829752,52971.04615384614,1,2,0,13,24,0,0,0,0.0,126.48,98.26666666666667,168.8,0,0,0,0,13,11664,0,58,0,67,64240,267,6,32,0,0,0,0,1.6412995800733638E15,112027.36728461094,1.641299580165263E15,1.641299579788514E15,No Label
142.250.183.170-192.168.1.65-443-52480-6,142.250.183.170,443,192.168.1.65,52480,6,04/01/2022 06:18:00 PM,60883,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,65.69978483320467,20294.333333333336,31919.828670175117,57104.0,258.0,60883.0,20294.333333333336,31919.828670175117,57104.0,258.0,0,0,0,0,0,0,0,0,0,128,0,65.69978483320467,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,267,0,0,32,0,0,0,0,1.641299580264329E15,0.0,1.641299580264329E15,1.641299580264329E15,No Label
140.82.113.25-192.168.1.65-443-49116-6,140.82.113.25,443,192.168.1.65,49116,6,04/01/2022 06:16:46 PM,119995657,7,6,75.0,87.0,25.0,0.0,10.714285714285715,13.363062095621219,29.0,0.0,14.5,15.883954167649817,1.3500488605183436,0.10833725423912634,9999638.083333334,1.4655623067133505E7,3.0912479E7,26.0,1.19995518E8,1.9999253E7,1.5249628707832936E7,3.0912479E7,310431.0,1.19995626E8,2.39991252E7,1.3447164605542898E7,3.1266906E7,66.0,1,0,0,0,224,192,0.0583354445902988,0.05000180964882754,0.0,29.0,13.357142857142858,13.937261307274568,194.2472527472528,0,0,0,6,13,0,0,0,0.0,14.384615384615385,10.714285714285714,14.5,0,0,0,0,0,0,0,5,0,6,70,501,2,32,0,0,0,0,1.6412995555826132E15,4.070701591705038E7,1.64129962614914E15,1.641299506153714E15,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,04/01/2022 06:16:49 PM,114993283,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.20001168242148543,5226967.409090909,1128769.5731686763,1.0170993E7,4619922.0,1.14993283E8,5226967.409090909,1128769.5731686763,1.0170993E7,4619922.0,0,0,0,0,0,0,0,0,0,0,0,0.20001168242148543,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.566695040590024E15,3.4992624210605275E14,1.641299619295797E15,5328649.0,No Label
192.168.1.65-139.5.69.140-44072-443-6,192.168.1.65,44072,139.5.69.140,443,6,04/01/2022 06:17:11 PM,115120185,37,34,2021.0,73751.0,1400.0,0.0,54.621621621621635,242.77485584514434,7000.0,0.0,2169.147058823529,2613.0529008358867,658.1990812471331,0.616746750363544,1644574.0714285714,3737046.3252538047,1.0237426E7,3.0,1.15120185E8,3197782.9166666656,4739362.997125122,1.0240029E7,6.0,1.12441592E8,3407320.9696969697,4886368.094900902,1.0241858E7,9.0,0,0,0,0,1216,1096,0.3214032361049454,0.2953435142585985,0.0,7000.0,1052.388888888889,2082.0929039598286,4335110.860719873,1,2,0,16,70,0,0,0,0.0,1067.2112676056338,54.62162162162162,2169.1470588235293,0,0,0,0,23,782189,0,28,0,1038,64240,272,5,32,0,0,0,0,1.6412995517905408E15,3.439124326969149E7,1.64129964699853E15,1.641299531881925E15,No Label
139.5.69.140-192.168.1.65-443-44072-6,139.5.69.140,443,192.168.1.65,44072,6,04/01/2022 06:19:07 PM,392,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5102.040816326531,392.0,0.0,392.0,392.0,392.0,392.0,0.0,392.0,392.0,0,0,0,0,0,0,0,0,0,64,0,5102.040816326531,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,272,0,0,32,0,0,0,0,0,0,0,0,No Label
192.168.1.65-139.5.69.140-44070-443-6,192.168.1.65,44070,139.5.69.140,443,6,04/01/2022 06:17:11 PM,116153615,131,150,2115.0,1123069.0,1400.0,0.0,16.14503816793893,130.38151840109643,28000.0,0.0,7487.126666666669,7204.399505314097,9687.033847375305,2.4192101124015815,414834.3392857142,1994526.4579355742,1.0240175E7,4.0,1.16153615E8,893489.3461538461,2859890.728899123,1.0244015E7,11.0,1.12474405E8,754861.77852349,2676873.434352366,1.024328E7,9.0,0,0,0,0,4200,4808,1.1278168139665734,1.2913932984350078,0.0,28000.0,3990.0141843971633,6440.227848454712,4.147653474001161E7,1,2,0,65,280,0,0,0,1.0,4004.2135231316724,16.14503816793893,7487.126666666667,0,0,0,0,140,4962204,0,7,0,3996,64240,272,5,32,0,0,0,0,1.6412995368660982E15,1.8955791654834814E7,1.641299647998392E15,1.641299531848779E15,No Label
13.248.212.111-192.168.1.65-443-55150-6,13.248.212.111,443,192.168.1.65,55150,6,04/01/2022 06:17:07 PM,93826219,9,9,421.0,2593.0,153.0,0.0,46.77777777777778,71.01897242599645,1400.0,0.0,288.1111111111111,543.9911406549845,32.12321707219173,0.1918440302917887,5519189.352941177,1.0639052934274372E7,3.0813419E7,14.0,9.3826175E7,1.1728271875E7,1.3284104606973656E7,3.0813446E7,242.0,9.3826195E7,1.1728274374999998E7,1.324775831387521E7,3.0813444E7,14.0,0,0,0,0,288,288,0.09592201514589435,0.09592201514589435,0.0,1400.0,158.63157894736844,387.0407975231661,149800.57894736843,0,0,0,6,18,0,0,0,1.0,167.44444444444446,46.77777777777778,288.1111111111111,0,0,0,0,0,0,0,23,0,144,987,501,3,32,0,0,0,0,1.641299589859254E15,3.236631089042075E7,1.64129962107122E15,1.641299527302512E15,No Label
192.168.1.65-13.248.212.111-55140-443-6,192.168.1.65,55140,13.248.212.111,443,6,04/01/2022 06:16:46 PM,115141678,15,15,3002.0,2151.0,1400.0,0.0,200.13333333333333,431.68504833081835,1036.0,0.0,143.4,322.06871493961836,44.75356004452185,0.26054857390561914,3970402.6896551717,9660000.26025492,3.0692027E7,16.0,1.1507397E8,8219569.285714288,1.2782980834120184E7,3.0692065E7,16.0,1.15071167E8,8219369.071428572,1.2804485496993503E7,3.0692053E7,234.0,1,0,0,0,480,480,0.13027428695280957,0.13027428695280957,0.0,1400.0,168.19354838709677,369.5554463906455,136571.22795698926,0,0,0,12,30,0,0,0,1.0,173.8,200.13333333333333,143.4,0,0,0,0,5,8900,0,100,0,71,2060,2016,6,32,0,0,0,0,1.6412995917963722E15,4.0667449766604245E7,1.641299621762183E15,1.641299506758778E15,No Label
192.168.1.65-172.217.160.182-60816-443-6,192.168.1.65,60816,172.217.160.182,443,6,04/01/2022 06:17:12 PM,94041720,840,1089,9243.0,2378346.0,1400.0,0.0,11.00357142857143,65.3859449645737,5600.0,0.0,2183.9724517906293,1222.6137183867431,25388.61475523842,20.512172682507295,48776.82572614109,1016693.1215083655,3.0118347E7,1.0,9.404172E7,112087.86650774727,1543844.5831032377,3.0225026E7,5.0,9.3943512E7,86345.13970588244,1357038.7122650424,3.0118347E7,1.0,0,0,0,0,26960,34856,8.932205833751233,11.579966848756063,0.0,5600.0,1237.092746113989,1416.5186949949932,2006525.213270319,0,2,0,840,1928,0,0,0,1.0,1237.7340590979782,11.003571428571428,2183.9724517906334,0,0,0,0,156,314586,0,4,0,1232,64240,605,61,32,0,0,0,0,1.64129956650608E15,1.6568386139037551E7,1.641299626397139E15,1.641299532462141E15,No Label
202.53.1.91-192.168.1.65-22-46128-6,202.53.1.91,22,192.168.1.65,46128,6,04/01/2022 06:16:55 PM,119997695,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333493405852505,1.3333077222222222E7,1.581105281052163E7,2.9999753E7,22.0,1.1999767E8,2.99994175E7,285.93414160140316,2.9999775E7,2.9999075E7,1.19997664E8,2.9999416E7,288.6300977606632,2.9999781E7,2.9999075E7,0,0,0,0,160,160,0.04166746702926252,0.04166746702926252,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,317,501,0,32,0,0,0,0,1.6412995750502018E15,3.927844381033935E7,1.641299635048912E15,1.641299515051323E15,No Label
192.168.1.65-142.250.76.193-34898-443-6,192.168.1.65,34898,142.250.76.193,443,6,04/01/2022 06:17:12 PM,106553563,173,186,4997.0,228885.0,655.0,0.0,28.884393063583822,77.35322514965945,2800.0,0.0,1230.5645161290313,963.7763218288114,2194.9711808323104,3.3691975180595324,297635.65083798894,2683632.586829873,3.0514759E7,2.0,1.06553563E8,619497.4593023255,3862013.272878185,3.0616481E7,7.0,1.0641397E8,575210.6486486485,3726823.599645741,3.0514759E7,5.0,0,0,0,0,5544,5960,1.6235965755551507,1.7456009425043817,0.0,2800.0,649.6722222222227,918.2832009294592,843244.0371092536,0,2,0,167,358,0,0,0,1.0,651.4818941504178,28.884393063583815,1230.5645161290322,0,0,0,0,32,53759,0,13,0,637,64240,297,40,32,0,0,0,0,1.641299557288134E15,2.1275503447953686E7,1.641299639015746E15,1.641299532462412E15,No Label
192.168.1.65-142.250.183.78-36618-443-6,192.168.1.65,36618,142.250.183.78,443,6,04/01/2022 06:17:14 PM,108025651,186,260,43627.0,217277.0,1400.0,0.0,234.5537634408601,451.84893410965367,2800.0,0.0,835.6807692307692,928.1752566000974,2415.204144430474,4.12864903725505,242754.27191011244,1793907.0056273192,3.0854456E7,1.0,1.08025651E8,583922.437837838,2771331.571035373,3.0965194E7,2.0,1.07915911E8,416663.74903474894,2350130.7912633675,3.0854456E7,1.0,0,0,0,0,5960,8328,1.7218132756265454,2.4068357616285043,0.0,2800.0,583.6778523489936,820.7306867138349,673598.8601137629,0,2,0,200,445,0,0,0,1.0,584.9865470852018,234.55376344086022,835.6807692307692,0,0,0,0,24,38512,0,97,0,487,64240,765,80,32,0,0,0,0,1.641299567613401E15,1.859875958795778E7,1.641299642338041E15,1.641299534423163E15,No Label
52.40.130.142-192.168.1.65-443-59676-6,52.40.130.142,443,192.168.1.65,59676,6,04/01/2022 06:17:11 PM,113998011,6,5,31.0,35.0,31.0,0.0,5.166666666666667,12.655697004379753,35.0,0.0,7.0,15.652475842498529,0.5789574697053267,0.09649291161755444,1.13998011E7,1.4889955628870672E7,3.1000946E7,23.0,1.13997987E8,2.27995974E7,1.3189464969704393E7,3.1000974E7,289935.0,1.13997983E8,2.849949575E7,4601499.164328757,3.1000973E7,2.1610832E7,0,0,0,0,192,160,0.05263249724593879,0.043860414371615655,0.0,35.0,5.5,12.873510505191376,165.72727272727272,0,0,0,2,11,0,0,0,0.0,6.0,5.166666666666667,7.0,0,0,0,0,0,0,0,2,0,3,119,501,1,32,0,0,0,0,1.6412995929014988E15,3.510800944589149E7,1.641299645374172E15,1.64129953166602E15,No Label
